date,New Zealand,Fiji,"UK, CI & IOM",France,Germany,Italy,Thailand,Malaysia,Singapore,China,Japan,Korea,India,Canada,Mexico,year,month
Sep-2023,90814.14194831945,2587.2372376209623,25343.645420292534,7113.139980271257,7373.978611857021,3412.0512888516237,4525.902742650294,11589.694873702621,21952.743209677596,41649.5847407756,17715.87786959531,19527.64890520454,20704.947593713263,6506.866404152993,662.6711180827533,2023,Sep
Oct-2023,86852.21462531405,2742.330478023309,35678.49498528526,7959.103109738601,10363.048335974972,3849.1322390764185,5667.95296743121,9749.725067111147,19513.54951971342,30355.97696238655,17652.43063488526,17694.728791358626,18984.822563796326,9636.929983182168,627.4226543549473,2023,Oct
Nov-2023,82023.17509460462,2918.572796662339,40789.522225817134,7980.252187975285,10391.247106957217,4173.418105372234,4490.654278922488,9890.718922022372,26612.590114493552,32343.990316634812,21889.295974967543,22030.28982987877,26577.341650765746,11871.682583525071,712.0189673016818,2023,Nov
Dec-2023,88572.33965523099,5724.350509395699,68501.86440861823,9820.22199456676,15953.45468320501,5956.990369999219,5604.505732721159,12245.316299039814,30546.318666516705,46901.6058362187,23968.9553349081,25456.440504221515,30997.49900223262,15029.94493353649,1431.0876273489248,2023,Dec
Jan-2024,66556.14921084334,2502.6409246742282,43778.591949935086,8297.488361525538,10814.22867169089,4046.5236359521323,3214.65989197591,5033.480620330701,8854.414088424874,50172.6632701591,14423.671357418227,23412.029608008765,18470.194993370358,11314.756856625736,1036.3048335974972,2024,Jan
Feb-2024,74705.5940247121,2932.6721821534616,54381.32983925914,8367.985288981152,13803.29839580884,4039.4739432065708,4765.592295999375,14769.106301950726,18815.629937902857,105583.24825027018,28755.69670914416,29622.808916848186,25385.9435767659,15051.094011773173,902.3606714318344,2024,Feb
Mar-2024,81261.80827808402,3003.1691096090735,55565.67822051342,7874.506796791867,14296.776887998125,3694.038998674072,5724.350509395699,9841.371072803444,23623.5203903756,41057.41055014846,31582.6235001142,21127.929158446932,29883.64754843395,13486.062222258586,1106.8017610531092,2024,Mar
Apr-2024,81712.98861379994,2960.8709531357063,28297.46668068268,6718.357186519829,7148.3884439990625,2685.9329360588195,10200.905402827064,12308.763533749865,18660.536697500513,40902.31730974612,15121.590939228787,16087.398845370672,24927.713548304422,9115.25272001064,712.0189673016818,2024,Apr
May-2024,82446.1566593383,3827.983160839735,19647.49368187908,5985.189140981463,4962.983692875089,2904.473411171217,6626.711180827533,15678.516666128122,33634.084089072516,38864.95610627893,16221.343007536334,19020.071027524133,31427.530259711853,6196.6799233483,528.7269559170904,2024,May
Jun-2024,73211.05916265312,2418.0446117274937,16376.43624793868,5082.8284695496295,4236.865340082285,2425.0943044730548,4490.654278922488,10588.638503832932,35678.49498528526,39245.63951453923,14317.925966234809,17659.48032763082,27881.534808694567,5280.219866425343,648.571732591631,2024,Jun
Jul-2024,85526.87238914854,2396.89553349081,23151.190976423,6746.555957502074,7310.53137714697,3574.1942219995312,6210.779308839422,11928.08012548956,19245.66119538209,73204.00946990756,23433.178686245446,21917.49474594979,18935.474714577398,6020.43760470927,874.1619004495896,2024,Jul
